leaf,count
"('i01', 'e04', 'c1', 'p34', 'l3')",1
"('i01', 'e01', 'c1', 'p34', 'l3')",1
"('i43', 'e05', 'c1', 'p22', 'l3')",1
"('i05', 'e07', 'c4', 'p14', 'l3')",1
"('i14', 'e07', 'c3', 'p35', 'l3')",1
"('i42', 'e04', 'c5', 'p15', 'l3')",1
"('i89', 'e09', 'c4', 'p15', 'l3')",1
"('i34', 'e03', 'c3', 'p26', 'l3')",1
"('i123', 'e09', 'c5', 'p20', 'l3')",1
"('i123', 'e01', 'c5', 'p20', 'l3')",1
"('i14', 'e01', 'c8', 'p15', 'l3')",1
"('i14', 'e01', 'c8', 'p03', 'l3')",1
"('i89', 'e05', 'c1', 'p29', 'l3')",1
"('i46', 'e06', 'c4', 'p30', 'l3')",1
"('i10', 'e05', 'c5', 'p24', 'l3')",1
"('i05', 'e04', 'c4', 'p14', 'l3')",1
"('i48', 'e04', 'c4', 'p08', 'l3')",1
"('i25', 'e05', 'c5', 'p03', 'l3')",1
"('i14', 'e04', 'c8', 'p08', 'l3')",1
"('i86', 'e09', 'c5', 'p12', 'l3')",1
"('i07', 'e02', 'c5', 'p28', 'l3')",1
"('i48', 'e01', 'c4', 'p12', 'l3')",1
"('i02', 'e05', 'c1', 'p31', 'l3')",1
"('i31', 'e05', 'c1', 'p15', 'l3')",1
"('i14', 'e01', 'c8', 'p17', 'l3')",1
"('i78', 'e04', 'c1', 'p10', 'l3')",1
"('i14', 'e09', 'c8', 'p09', 'l3')",1
"('i14', 'e04', 'c8', 'p09', 'l3')",1
"('i50', 'e01', 'c1', 'p21', 'l3')",1
"('i50', 'e09', 'c1', 'p21', 'l3')",1
"('i10', 'e05', 'c8', 'p35', 'l3')",1
"('i31', 'e04', 'c1', 'p03', 'l3')",1
"('i49', 'e11', 'c4', 'p35', 'l3')",1
"('i14', 'e02', 'c3', 'p05', 'l3')",1
"('i50', 'e01', 'c1', 'p14', 'l3')",1
"('i14', 'e11', 'c5', 'p27', 'l3')",1
"('i74', 'e07', 'c5', 'p16', 'l3')",1
"('i14', 'e05', 'c8', 'p31', 'l3')",1
"('i131', 'e05', 'c3', 'p12', 'l3')",1
"('i111', 'e01', 'c4', 'p23', 'l3')",1
"('i111', 'e04', 'c4', 'p23', 'l3')",1
"('i79', 'e07', 'c1', 'p18', 'l3')",1
"('i79', 'e11', 'c1', 'p18', 'l3')",1
"('i74', 'e05', 'c5', 'p13', 'l3')",1
"('i131', 'e05', 'c3', 'p16', 'l3')",1
"('i68', 'e04', 'c1', 'p08', 'l3')",1
"('i68', 'e09', 'c1', 'p08', 'l3')",1
"('i89', 'e09', 'c4', 'p05', 'l3')",1
"('i89', 'e01', 'c4', 'p05', 'l3')",1
"('i46', 'e12', 'c4', 'p17', 'l3')",1
"('i23', 'e13', 'c3', 'p02', 'l3')",1
"('i89', 'e01', 'c4', 'p14', 'l3')",1
"('i47', 'e04', 'c4', 'p16', 'l3')",1
"('i47', 'e09', 'c4', 'p16', 'l3')",1
"('i47', 'e01', 'c4', 'p16', 'l3')",1
"('i14', 'e05', 'c8', 'p33', 'l3')",1
"('i46', 'e12', 'c1', 'p26', 'l3')",1
"('i42', 'e01', 'c5', 'p19', 'l3')",1
"('i42', 'e12', 'c3', 'p16', 'l3')",1
"('i14', 'e02', 'c8', 'p35', 'l3')",1
"('i21', 'e04', 'c4', 'p29', 'l3')",1
"('i42', 'e09', 'c3', 'p35', 'l3')",1
"('i34', 'e11', 'c5', 'p05', 'l3')",1
"('i46', 'e11', 'c7', 'p14', 'l3')",1
"('i14', 'e01', 'c8', 'p07', 'l3')",1
"('i79', 'e07', 'c1', 'p02', 'l3')",1
"('i74', 'e12', 'c5', 'p32', 'l3')",1
"('i25', 'e08', 'c5', 'p08', 'l3')",1
"('i10', 'e02', 'c3', 'p20', 'l3')",1
"('i17', 'e11', 'c3', 'p08', 'l3')",1
"('i74', 'e11', 'c5', 'p02', 'l3')",1
"('i85', 'e04', 'c5', 'p20', 'l1')",1
"('i59', 'e12', 'c5', 'p16', 'l3')",1
"('i89', 'e09', 'c4', 'p14', 'l3')",1
"('i47', 'e01', 'c4', 'p03', 'l3')",1
"('i47', 'e09', 'c4', 'p03', 'l3')",1
"('i123', 'e01', 'c5', 'p23', 'l3')",1
"('i123', 'e04', 'c5', 'p23', 'l3')",1
"('i123', 'e09', 'c5', 'p23', 'l3')",1
"('i06', 'e06', 'c5', 'p25', 'l3')",1
"('i05', 'e12', 'c7', 'p11', 'l3')",1
"('i99', 'e05', 'c5', 'p32', 'l3')",1
"('i23', 'e07', 'c5', 'p04', 'l3')",1
"('i46', 'e07', 'c1', 'p28', 'l3')",1
"('i41', 'e09', 'c4', 'p03', 'l3')",1
"('i89', 'e05', 'c1', 'p32', 'l3')",1
"('i34', 'e09', 'c3', 'p31', 'l3')",1
"('i05', 'e07', 'c4', 'p25', 'l3')",1
"('i03', 'e08', 'c3', 'p16', 'l3')",1
"('i85', 'e01', 'c5', 'p09', 'l3')",1
"('i104', 'e05', 'c5', 'p07', 'l3')",1
"('i34', 'e12', 'c3', 'p14', 'l3')",1
"('i108', 'e01', 'c5', 'p16', 'l3')",1
"('i12', 'e05', 'c5', 'p28', 'l3')",1
"('i67', 'e11', 'c5', 'p21', 'l3')",1
"('i77', 'e05', 'c5', 'p21', 'l3')",1
"('i38', 'e10', 'c7', 'p16', 'l1')",1
"('i59', 'e01', 'c5', 'p20', 'l3')",1
"('i02', 'e12', 'c1', 'p10', 'l3')",1
"('i38', 'e05', 'c7', 'p13', 'l1')",1
"('i62', 'e01', 'c4', 'p35', 'l3')",1
"('i87', 'e04', 'c5', 'p23', 'l3')",1
"('i85', 'e01', 'c3', 'p15', 'l3')",1
"('i49', 'e08', 'c1', 'p24', 'l3')",1
"('i49', 'e10', 'c1', 'p24', 'l3')",1
"('i31', 'e09', 'c1', 'p23', 'l3')",1
"('i31', 'e04', 'c1', 'p23', 'l3')",1
"('i87', 'e04', 'c5', 'p01', 'l3')",1
"('i34', 'e11', 'c5', 'p23', 'l3')",1
"('i74', 'e05', 'c5', 'p21', 'l3')",1
"('i103', 'e05', 'c3', 'p19', 'l3')",1
"('i86', 'e09', 'c5', 'p01', 'l3')",1
"('i12', 'e05', 'c5', 'p32', 'l3')",1
"('i44', 'e05', 'c8', 'p35', 'l3')",1
"('i87', 'e09', 'c5', 'p01', 'l3')",1
"('i48', 'e04', 'c1', 'p25', 'l3')",1
"('i23', 'e05', 'c5', 'p26', 'l3')",1
"('i31', 'e07', 'c1', 'p17', 'l3')",1
"('i25', 'e03', 'c5', 'p08', 'l3')",1
"('i14', 'e02', 'c3', 'p33', 'l3')",1
"('i03', 'e12', 'c5', 'p08', 'l3')",1
"('i117', 'e10', 'c1', 'p10', 'l2')",1
"('i117', 'e10', 'c1', 'p10', 'l3')",1
"('i42', 'e08', 'c5', 'p22', 'l3')",1
"('i67', 'e02', 'c5', 'p11', 'l3')",1
"('i89', 'e05', 'c4', 'p23', 'l3')",1
"('i12', 'e09', 'c3', 'p13', 'l3')",1
"('i86', 'e04', 'c5', 'p05', 'l3')",1
"('i49', 'e10', 'c4', 'p12', 'l3')",1
"('i49', 'e01', 'c4', 'p12', 'l3')",1
"('i49', 'e06', 'c4', 'p12', 'l3')",1
"('i49', 'e08', 'c4', 'p12', 'l3')",1
"('i49', 'e04', 'c4', 'p12', 'l3')",1
"('i127', 'e08', 'c5', 'p22', 'l3')",1
"('i19', 'e01', 'c5', 'p11', 'l3')",1
"('i16', 'e04', 'c3', 'p22', 'l3')",1
"('i16', 'e08', 'c3', 'p22', 'l3')",1
"('i16', 'e09', 'c3', 'p22', 'l3')",1
"('i19', 'e09', 'c5', 'p11', 'l3')",1
"('i64', 'e11', 'c5', 'p11', 'l3')",1
"('i09', 'e01', 'c3', 'p16', 'l3')",1
"('i13', 'e02', 'c5', 'p15', 'l3')",1
"('i59', 'e08', 'c5', 'p24', 'l3')",1
"('i31', 'e12', 'c4', 'p16', 'l3')",1
"('i99', 'e09', 'c5', 'p35', 'l3')",1
"('i27', 'e05', 'c3', 'p22', 'l3')",1
"('i02', 'e12', 'c1', 'p16', 'l3')",1
"('i111', 'e01', 'c1', 'p08', 'l3')",1
"('i111', 'e08', 'c1', 'p08', 'l3')",1
"('i86', 'e04', 'c5', 'p22', 'l3')",1
"('i85', 'e04', 'c3', 'p11', 'l1')",1
"('i38', 'e10', 'c7', 'p24', 'l1')",1
"('i62', 'e09', 'c4', 'p35', 'l3')",1
"('i14', 'e01', 'c8', 'p19', 'l3')",1
"('i14', 'e04', 'c8', 'p19', 'l3')",1
"('i131', 'e05', 'c3', 'p19', 'l3')",1
"('i123', 'e01', 'c3', 'p03', 'l3')",1
"('i123', 'e04', 'c3', 'p03', 'l3')",1
"('i123', 'e09', 'c3', 'p03', 'l3')",1
"('i27', 'e02', 'c5', 'p17', 'l3')",1
"('i14', 'e11', 'c8', 'p31', 'l3')",1
"('i42', 'e04', 'c5', 'p01', 'l3')",1
"('i42', 'e12', 'c3', 'p02', 'l3')",1
"('i59', 'e12', 'c5', 'p13', 'l3')",1
"('i46', 'e05', 'c4', 'p20', 'l3')",1
"('i14', 'e04', 'c8', 'p03', 'l3')",1
"('i46', 'e07', 'c4', 'p13', 'l3')",1
"('i14', 'e09', 'c8', 'p03', 'l3')",1
"('i46', 'e12', 'c4', 'p06', 'l3')",1
"('i13', 'e08', 'c3', 'p14', 'l3')",1
"('i01', 'e08', 'c4', 'p12', 'l3')",1
"('i14', 'e11', 'c8', 'p25', 'l3')",1
"('i14', 'e11', 'c8', 'p01', 'l3')",1
"('i14', 'e01', 'c8', 'p10', 'l3')",1
"('i14', 'e05', 'c8', 'p18', 'l3')",1
"('i14', 'e09', 'c8', 'p10', 'l3')",1
"('i74', 'e07', 'c5', 'p01', 'l3')",1
"('i27', 'e07', 'c5', 'p01', 'l3')",1
"('i14', 'e04', 'c8', 'p17', 'l3')",1
"('i14', 'e04', 'c8', 'p21', 'l3')",1
"('i42', 'e09', 'c5', 'p01', 'l3')",1
"('i42', 'e09', 'c5', 'p15', 'l3')",1
"('i42', 'e04', 'c5', 'p21', 'l3')",1
"('i43', 'e11', 'c4', 'p05', 'l3')",1
"('i11', 'e09', 'c4', 'p31', 'l3')",1
"('i11', 'e01', 'c4', 'p31', 'l3')",1
"('i46', 'e05', 'c1', 'p27', 'l3')",1
"('i13', 'e08', 'c3', 'p13', 'l3')",1
"('i123', 'e04', 'c5', 'p08', 'l3')",1
"('i79', 'e03', 'c4', 'p21', 'l3')",1
"('i13', 'e03', 'c3', 'p13', 'l3')",1
"('i46', 'e05', 'c4', 'p31', 'l3')",1
"('i74', 'e09', 'c3', 'p13', 'l3')",1
"('i74', 'e12', 'c5', 'p12', 'l3')",1
"('i74', 'e01', 'c3', 'p13', 'l3')",1
"('i42', 'e12', 'c3', 'p09', 'l3')",1
"('i89', 'e01', 'c4', 'p04', 'l3')",1
"('i78', 'e01', 'c1', 'p21', 'l3')",1
"('i13', 'e09', 'c3', 'p19', 'l3')",1
"('i25', 'e05', 'c5', 'p22', 'l3')",1
"('i14', 'e04', 'c8', 'p24', 'l3')",1
"('i14', 'e08', 'c5', 'p34', 'l3')",1
"('i36', 'e03', 'c3', 'p35', 'l3')",1
"('i31', 'e01', 'c4', 'p16', 'l3')",1
"('i46', 'e05', 'c1', 'p34', 'l3')",1
"('i46', 'e07', 'c4', 'p08', 'l3')",1
"('i14', 'e09', 'c3', 'p26', 'l3')",1
"('i25', 'e07', 'c5', 'p24', 'l3')",1
"('i14', 'e04', 'c8', 'p02', 'l3')",1
"('i22', 'e02', 'c3', 'p05', 'l3')",1
"('i14', 'e01', 'c8', 'p28', 'l3')",1
"('i131', 'e05', 'c5', 'p05', 'l3')",1
"('i57', 'e12', 'c8', 'p15', 'l3')",1
"('i14', 'e11', 'c3', 'p34', 'l3')",1
"('i14', 'e08', 'c3', 'p34', 'l3')",1
"('i46', 'e07', 'c1', 'p08', 'l3')",1
"('i31', 'e09', 'c4', 'p10', 'l3')",1
"('i31', 'e04', 'c4', 'p10', 'l3')",1
"('i23', 'e13', 'c5', 'p30', 'l3')",1
"('i13', 'e09', 'c5', 'p30', 'l3')",1
"('i19', 'e08', 'c5', 'p33', 'l3')",1
"('i19', 'e04', 'c5', 'p33', 'l3')",1
"('i140', 'e09', 'c5', 'p35', 'l3')",1
"('i03', 'e02', 'c5', 'p11', 'l3')",1
"('i87', 'e09', 'c5', 'p32', 'l3')",1
"('i12', 'e05', 'c5', 'p29', 'l3')",1
"('i02', 'e06', 'c1', 'p26', 'l3')",1
"('i74', 'e11', 'c5', 'p33', 'l3')",1
"('i46', 'e12', 'c4', 'p24', 'l3')",1
"('i119', 'e01', 'c5', 'p35', 'l3')",1
"('i77', 'e04', 'c5', 'p11', 'l3')",1
"('i77', 'e08', 'c5', 'p11', 'l3')",1
"('i85', 'e01', 'c5', 'p18', 'l3')",1
"('i74', 'e11', 'c5', 'p23', 'l3')",1
"('i119', 'e09', 'c5', 'p35', 'l3')",1
"('i05', 'e09', 'c7', 'p14', 'l3')",1
"('i05', 'e01', 'c7', 'p14', 'l3')",1
"('i59', 'e11', 'c5', 'p22', 'l3')",1
"('i24', 'e04', 'c1', 'p07', 'l3')",1
"('i24', 'e01', 'c1', 'p07', 'l3')",1
"('i79', 'e07', 'c1', 'p11', 'l3')",1
"('i104', 'e02', 'c5', 'p03', 'l3')",1
"('i85', 'e04', 'c3', 'p04', 'l1')",1
"('i31', 'e07', 'c1', 'p23', 'l3')",1
"('i31', 'e08', 'c1', 'p22', 'l3')",1
"('i27', 'e12', 'c5', 'p10', 'l3')",1
"('i101', 'e01', 'c1', 'p02', 'l3')",1
"('i126', 'e08', 'c5', 'p10', 'l3')",1
"('i126', 'e12', 'c5', 'p10', 'l3')",1
"('i52', 'e11', 'c3', 'p10', 'l3')",1
"('i07', 'e04', 'c3', 'p10', 'l3')",1
"('i43', 'e01', 'c4', 'p24', 'l3')",1
"('i34', 'e07', 'c5', 'p10', 'l3')",1
"('i101', 'e09', 'c1', 'p32', 'l3')",1
"('i101', 'e04', 'c1', 'p32', 'l3')",1
"('i49', 'e11', 'c1', 'p13', 'l3')",1
"('i64', 'e04', 'c3', 'p17', 'l3')",1
"('i03', 'e10', 'c5', 'p30', 'l3')",1
"('i129', 'e04', 'c5', 'p03', 'l3')",1
"('i59', 'e12', 'c3', 'p16', 'l3')",1
"('i129', 'e01', 'c5', 'p03', 'l3')",1
"('i68', 'e04', 'c1', 'p18', 'l3')",1
"('i67', 'e02', 'c5', 'p05', 'l3')",1
"('i05', 'e04', 'c7', 'p01', 'l3')",1
"('i85', 'e01', 'c5', 'p17', 'l3')",1
"('i23', 'e07', 'c5', 'p05', 'l3')",1
"('i74', 'e12', 'c5', 'p02', 'l3')",1
"('i85', 'e09', 'c3', 'p16', 'l2')",1
"('i12', 'e08', 'c3', 'p31', 'l3')",1
"('i02', 'e08', 'c7', 'p35', 'l3')",1
"('i03', 'e12', 'c5', 'p13', 'l3')",1
"('i05', 'e05', 'c1', 'p34', 'l3')",1
"('i86', 'e01', 'c5', 'p17', 'l3')",1
"('i105', 'e05', 'c5', 'p04', 'l3')",1
"('i03', 'e02', 'c5', 'p03', 'l3')",1
"('i27', 'e08', 'c3', 'p24', 'l3')",1
"('i27', 'e01', 'c3', 'p24', 'l3')",1
"('i36', 'e12', 'c3', 'p35', 'l3')",1
"('i21', 'e05', 'c1', 'p30', 'l3')",1
"('i46', 'e09', 'c7', 'p24', 'l3')",1
"('i46', 'e01', 'c7', 'p24', 'l3')",1
"('i46', 'e04', 'c7', 'p24', 'l3')",1
"('i77', 'e03', 'c5', 'p24', 'l3')",1
"('i34', 'e12', 'c5', 'p02', 'l3')",1
"('i77', 'e12', 'c5', 'p24', 'l3')",1
"('i49', 'e08', 'c1', 'p22', 'l3')",1
"('i49', 'e06', 'c1', 'p22', 'l3')",1
"('i49', 'e10', 'c1', 'p22', 'l3')",1
"('i42', 'e04', 'c3', 'p19', 'l3')",1
"('i38', 'e05', 'c7', 'p19', 'l1')",1
"('i32', 'e05', 'c5', 'p22', 'l3')",1
"('i02', 'e07', 'c4', 'p15', 'l3')",1
"('i16', 'e05', 'c3', 'p13', 'l3')",1
"('i89', 'e04', 'c4', 'p07', 'l3')",1
"('i03', 'e04', 'c3', 'p20', 'l3')",1
"('i25', 'e05', 'c5', 'p15', 'l3')",1
"('i59', 'e11', 'c5', 'p18', 'l3')",1
"('i37', 'e10', 'c5', 'p13', 'l3')",1
"('i37', 'e09', 'c5', 'p13', 'l3')",1
"('i99', 'e05', 'c5', 'p08', 'l3')",1
"('i37', 'e01', 'c5', 'p13', 'l3')",1
"('i37', 'e04', 'c5', 'p13', 'l3')",1
"('i37', 'e08', 'c5', 'p13', 'l3')",1
"('i05', 'e03', 'c7', 'p01', 'l3')",1
"('i34', 'e11', 'c3', 'p35', 'l3')",1
"('i79', 'e12', 'c4', 'p12', 'l3')",1
"('i99', 'e05', 'c5', 'p25', 'l3')",1
"('i03', 'e04', 'c3', 'p24', 'l3')",1
"('i03', 'e08', 'c3', 'p24', 'l3')",1
"('i02', 'e01', 'c1', 'p34', 'l3')",1
"('i02', 'e09', 'c1', 'p34', 'l3')",1
"('i02', 'e04', 'c1', 'p34', 'l3')",1
"('i57', 'e12', 'c8', 'p22', 'l3')",1
"('i23', 'e04', 'c3', 'p09', 'l3')",1
"('i23', 'e09', 'c3', 'p09', 'l3')",1
"('i05', 'e04', 'c7', 'p12', 'l3')",1
"('i22', 'e02', 'c3', 'p10', 'l3')",1
"('i47', 'e09', 'c1', 'p33', 'l3')",1
"('i96', 'e09', 'c5', 'p17', 'l3')",1
"('i79', 'e12', 'c1', 'p21', 'l3')",1
"('i01', 'e04', 'c4', 'p22', 'l3')",1
"('i76', 'e04', 'c5', 'p05', 'l3')",1
"('i101', 'e08', 'c1', 'p11', 'l3')",1
"('i24', 'e07', 'c1', 'p20', 'l3')",1
"('i67', 'e02', 'c5', 'p15', 'l3')",1
"('i59', 'e11', 'c5', 'p11', 'l3')",1
"('i105', 'e12', 'c5', 'p01', 'l3')",1
"('i58', 'e05', 'c3', 'p35', 'l3')",1
"('i48', 'e08', 'c4', 'p24', 'l3')",1
"('i06', 'e10', 'c8', 'p19', 'l3')",1
"('i77', 'e12', 'c5', 'p21', 'l3')",1
"('i129', 'e08', 'c5', 'p10', 'l3')",1
"('i129', 'e04', 'c5', 'p10', 'l3')",1
"('i13', 'e10', 'c5', 'p30', 'l3')",1
"('i49', 'e09', 'c1', 'p10', 'l3')",1
"('i86', 'e02', 'c5', 'p18', 'l3')",1
"('i43', 'e06', 'c1', 'p01', 'l3')",1
"('i43', 'e03', 'c4', 'p14', 'l3')",1
"('i43', 'e10', 'c1', 'p01', 'l4')",1
"('i61', 'e08', 'c1', 'p12', 'l3')",1
"('i43', 'e10', 'c1', 'p01', 'l3')",1
"('i43', 'e08', 'c4', 'p14', 'l3')",1
"('i43', 'e04', 'c4', 'p14', 'l3')",1
"('i07', 'e07', 'c5', 'p02', 'l3')",1
"('i125', 'e05', 'c3', 'p11', 'l3')",1
"('i85', 'e04', 'c3', 'p12', 'l1')",1
"('i77', 'e08', 'c5', 'p18', 'l3')",1
"('i49', 'e07', 'c1', 'p01', 'l3')",1
"('i56', 'e11', 'c3', 'p10', 'l3')",1
"('i46', 'e09', 'c7', 'p01', 'l3')",1
"('i31', 'e07', 'c1', 'p05', 'l3')",1
"('i87', 'e01', 'c5', 'p24', 'l3')",1
"('i68', 'e01', 'c4', 'p35', 'l3')",1
"('i02', 'e09', 'c7', 'p35', 'l3')",1
"('i85', 'e04', 'c3', 'p18', 'l1')",1
"('i108', 'e05', 'c5', 'p14', 'l3')",1
"('i79', 'e09', 'c1', 'p24', 'l3')",1
"('i59', 'e11', 'c5', 'p07', 'l3')",1
"('i67', 'e09', 'c5', 'p25', 'l3')",1
"('i108', 'e13', 'c5', 'p24', 'l3')",1
"('i03', 'e08', 'c5', 'p30', 'l3')",1
"('i03', 'e07', 'c5', 'p13', 'l3')",1
"('i07', 'e05', 'c3', 'p19', 'l3')",1
"('i67', 'e12', 'c5', 'p11', 'l3')",1
"('i12', 'e12', 'c5', 'p20', 'l3')",1
"('i51', 'e11', 'c4', 'p35', 'l3')",1
"('i79', 'e08', 'c1', 'p35', 'l3')",1
"('i38', 'e05', 'c7', 'p12', 'l1')",1
"('i24', 'e07', 'c1', 'p21', 'l3')",1
"('i48', 'e05', 'c1', 'p07', 'l3')",1
"('i130', 'e01', 'c5', 'p10', 'l3')",1
"('i22', 'e02', 'c3', 'p25', 'l3')",1
"('i87', 'e09', 'c5', 'p03', 'l3')",1
"('i38', 'e10', 'c7', 'p29', 'l1')",1
"('i136', 'e05', 'c1', 'p04', 'l3')",1
"('i129', 'e09', 'c5', 'p24', 'l3')",1
"('i38', 'e05', 'c7', 'p17', 'l1')",1
"('i85', 'e01', 'c5', 'p24', 'l3')",1
"('i89', 'e05', 'c1', 'p24', 'l3')",1
"('i02', 'e01', 'c4', 'p13', 'l3')",1
"('i24', 'e09', 'c4', 'p05', 'l3')",1
"('i131', 'e05', 'c5', 'p14', 'l3')",1
"('i51', 'e05', 'c4', 'p35', 'l3')",1
"('i93', 'e04', 'c5', 'p10', 'l3')",1
"('i01', 'e11', 'c4', 'p21', 'l3')",1
"('i67', 'e08', 'c3', 'p24', 'l3')",1
"('i13', 'e09', 'c3', 'p10', 'l3')",1
"('i87', 'e05', 'c5', 'p28', 'l3')",1
"('i85', 'e01', 'c3', 'p11', 'l3')",1
"('i38', 'e12', 'c7', 'p02', 'l3')",1
"('i99', 'e04', 'c5', 'p12', 'l3')",1
"('i05', 'e03', 'c7', 'p29', 'l3')",1
"('i31', 'e07', 'c4', 'p10', 'l3')",1
"('i103', 'e05', 'c5', 'p26', 'l3')",1
"('i34', 'e11', 'c5', 'p16', 'l3')",1
"('i32', 'e12', 'c5', 'p22', 'l3')",1
"('i89', 'e05', 'c1', 'p18', 'l3')",1
"('i48', 'e09', 'c4', 'p15', 'l3')",1
"('i99', 'e04', 'c5', 'p24', 'l3')",1
"('i12', 'e01', 'c3', 'p13', 'l3')",1
"('i05', 'e05', 'c1', 'p27', 'l3')",1
"('i27', 'e12', 'c5', 'p13', 'l3')",1
"('i21', 'e12', 'c4', 'p14', 'l3')",1
"('i131', 'e05', 'c3', 'p11', 'l3')",1
"('i103', 'e05', 'c5', 'p32', 'l3')",1
"('i111', 'e01', 'c4', 'p07', 'l3')",1
"('i74', 'e02', 'c3', 'p10', 'l3')",1
"('i99', 'e09', 'c5', 'p21', 'l3')",1
"('i13', 'e11', 'c3', 'p23', 'l3')",1
"('i38', 'e10', 'c7', 'p23', 'l1')",1
"('i13', 'e01', 'c5', 'p30', 'l3')",1
"('i101', 'e04', 'c1', 'p11', 'l3')",1
"('i101', 'e09', 'c1', 'p11', 'l3')",1
"('i24', 'e11', 'c4', 'p35', 'l3')",1
"('i89', 'e05', 'c1', 'p21', 'l3')",1
"('i59', 'e08', 'c5', 'p25', 'l3')",1
"('i31', 'e04', 'c1', 'p20', 'l3')",1
"('i93', 'e12', 'c5', 'p10', 'l3')",1
"('i03', 'e05', 'c5', 'p23', 'l3')",1
"('i13', 'e02', 'c5', 'p14', 'l3')",1
"('i87', 'e09', 'c5', 'p25', 'l3')",1
"('i87', 'e04', 'c5', 'p25', 'l3')",1
"('i111', 'e05', 'c1', 'p10', 'l3')",1
"('i74', 'e05', 'c5', 'p17', 'l3')",1
"('i74', 'e09', 'c3', 'p21', 'l3')",1
"('i74', 'e12', 'c5', 'p16', 'l3')",1
"('i68', 'e09', 'c1', 'p28', 'l3')",1
"('i105', 'e08', 'c5', 'p16', 'l3')",1
"('i09', 'e01', 'c3', 'p24', 'l3')",1
"('i09', 'e09', 'c3', 'p24', 'l3')",1
"('i47', 'e04', 'c4', 'p13', 'l3')",1
"('i47', 'e09', 'c4', 'p13', 'l3')",1
"('i86', 'e04', 'c5', 'p11', 'l3')",1
"('i43', 'e12', 'c7', 'p35', 'l3')",1
"('i131', 'e05', 'c5', 'p24', 'l3')",1
"('i38', 'e07', 'c7', 'p02', 'l2')",1
"('i108', 'e05', 'c5', 'p17', 'l3')",1
"('i74', 'e12', 'c5', 'p14', 'l3')",1
"('i79', 'e09', 'c1', 'p02', 'l3')",1
"('i38', 'e07', 'c7', 'p29', 'l2')",1
"('i85', 'e09', 'c3', 'p10', 'l2')",1
"('i38', 'e08', 'c4', 'p27', 'l2')",1
"('i12', 'e04', 'c3', 'p22', 'l3')",1
"('i25', 'e12', 'c5', 'p20', 'l3')",1
"('i86', 'e05', 'c5', 'p21', 'l3')",1
"('i25', 'e03', 'c5', 'p20', 'l3')",1
"('i13', 'e01', 'c3', 'p05', 'l3')",1
"('i16', 'e04', 'c3', 'p25', 'l3')",1
"('i99', 'e04', 'c5', 'p23', 'l3')",1
"('i47', 'e04', 'c1', 'p08', 'l3')",1
"('i77', 'e09', 'c5', 'p19', 'l3')",1
"('i87', 'e04', 'c5', 'p24', 'l3')",1
"('i108', 'e13', 'c5', 'p21', 'l3')",1
"('i108', 'e04', 'c5', 'p03', 'l3')",1
"('i24', 'e04', 'c4', 'p22', 'l3')",1
"('i67', 'e12', 'c5', 'p10', 'l3')",1
"('i25', 'e01', 'c5', 'p14', 'l3')",1
"('i24', 'e07', 'c1', 'p04', 'l3')",1
"('i24', 'e04', 'c1', 'p17', 'l3')",1
"('i97', 'e11', 'c1', 'p10', 'l3')",1
"('i42', 'e05', 'c8', 'p15', 'l3')",1
"('i39', 'e01', 'c3', 'p04', 'l3')",1
"('i01', 'e05', 'c1', 'p22', 'l3')",1
"('i145', 'e08', 'c5', 'p35', 'l3')",1
"('i145', 'e11', 'c5', 'p35', 'l3')",1
"('i25', 'e07', 'c5', 'p09', 'l3')",1
"('i130', 'e08', 'c5', 'p17', 'l3')",1
"('i03', 'e12', 'c5', 'p32', 'l3')",1
"('i65', 'e05', 'c5', 'p35', 'l3')",1
"('i24', 'e09', 'c1', 'p16', 'l3')",1
"('i11', 'e09', 'c4', 'p26', 'l3')",1
"('i06', 'e04', 'c5', 'p34', 'l1')",1
"('i65', 'e02', 'c5', 'p35', 'l3')",1
"('i34', 'e05', 'c3', 'p06', 'l3')",1
"('i19', 'e03', 'c5', 'p13', 'l3')",1
"('i25', 'e10', 'c3', 'p01', 'l4')",1
"('i101', 'e07', 'c1', 'p35', 'l3')",1
"('i25', 'e08', 'c3', 'p01', 'l3')",1
"('i130', 'e09', 'c5', 'p35', 'l3')",1
"('i25', 'e10', 'c3', 'p17', 'l4')",1
"('i52', 'e02', 'c3', 'p35', 'l3')",1
"('i89', 'e09', 'c4', 'p03', 'l3')",1
"('i23', 'e02', 'c5', 'p17', 'l3')",1
"('i101', 'e09', 'c1', 'p24', 'l3')",1
"('i81', 'e09', 'c5', 'p23', 'l3')",1
"('i81', 'e01', 'c5', 'p23', 'l3')",1
"('i81', 'e04', 'c5', 'p23', 'l3')",1
"('i06', 'e02', 'c3', 'p26', 'l1')",1
"('i57', 'e12', 'c8', 'p33', 'l3')",1
"('i02', 'e07', 'c1', 'p06', 'l3')",1
"('i85', 'e09', 'c3', 'p07', 'l2')",1
"('i05', 'e09', 'c4', 'p32', 'l3')",1
"('i89', 'e04', 'c4', 'p01', 'l3')",1
"('i05', 'e09', 'c4', 'p26', 'l3')",1
"('i01', 'e05', 'c1', 'p32', 'l3')",1
"('i49', 'e01', 'c1', 'p27', 'l3')",1
"('i49', 'e03', 'c1', 'p27', 'l3')",1
"('i49', 'e08', 'c1', 'p27', 'l3')",1
"('i49', 'e10', 'c1', 'p27', 'l3')",1
