leaf,count,diff,isWhiteNoise,max,min,mean,std,diff_smooth,isWhiteNoise_smooth,max_smooth,min_smooth,mean_smooth,std_smooth
"('i03', 'e10', 'c3', 'p12', 'l3')",2,0,0,2,0,0.000992063492063492,0.04453249144337984,0,1,0,0,0.0,0.0
"('i05', 'e08', 'c4', 'p25', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i03', 'e02', 'c5', 'p13', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i101', 'e01', 'c1', 'p24', 'l3')",2,0,1,4,0,0.001488095238095238,0.07041379859714869,0,1,0,0,0.0,0.0
"('i110', 'e11', 'c1', 'p33', 'l3')",2,0,1,5,0,0.001488095238095238,0.08028822000128696,0,1,0,0,0.0,0.0
"('i110', 'e01', 'c1', 'p33', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i125', 'e05', 'c3', 'p08', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i21', 'e05', 'c1', 'p26', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i136', 'e04', 'c1', 'p02', 'l3')",2,0,1,2,0,0.000744047619047619,0.03520689929857434,0,1,0,0,0.0,0.0
"('i23', 'e01', 'c3', 'p06', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i52', 'e02', 'c3', 'p10', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i72', 'e05', 'c1', 'p10', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i03', 'e11', 'c5', 'p08', 'l3')",2,0,0,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i23', 'e08', 'c5', 'p33', 'l3')",2,0,1,11,0,0.003720238095238095,0.18429415191939585,0,1,0,0,0.0,0.0
"('i27', 'e09', 'c3', 'p35', 'l3')",2,0,1,4,0,0.001240079365079365,0.06492096767946505,0,1,0,0,0.0,0.0
"('i05', 'e08', 'c4', 'p06', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i31', 'e04', 'c1', 'p02', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i05', 'e04', 'c4', 'p30', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i48', 'e11', 'c4', 'p21', 'l3')",2,0,0,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i38', 'e12', 'c7', 'p15', 'l3')",2,0,1,2,0,0.000744047619047619,0.03520689929857434,0,1,0,0,0.0,0.0
"('i23', 'e03', 'c3', 'p09', 'l3')",2,0,1,3,0,0.000992063492063492,0.04979130988622858,0,1,0,0,0.0,0.0
"('i42', 'e02', 'c5', 'p27', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i34', 'e11', 'c5', 'p07', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i14', 'e01', 'c5', 'p27', 'l3')",2,0,0,4,0,0.001488095238095238,0.07041379859714869,0,1,0,0,0.0,0.0
"('i85', 'e04', 'c3', 'p16', 'l1')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i27', 'e01', 'c5', 'p25', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i03', 'e08', 'c3', 'p18', 'l3')",2,0,1,2,0,0.000992063492063492,0.04453249144337984,0,1,0,0,0.0,0.0
"('i64', 'e09', 'c3', 'p21', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i27', 'e02', 'c5', 'p06', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i09', 'e05', 'c5', 'p09', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i90', 'e09', 'c1', 'p12', 'l3')",2,0,1,3,0,0.001488095238095238,0.06679873716506976,0,1,0,0,0.0,0.0
"('i90', 'e04', 'c1', 'p12', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i129', 'e01', 'c5', 'p23', 'l3')",2,0,1,3,0,0.001240079365079365,0.056768552494974305,0,1,0,0,0.0,0.0
"('i24', 'e07', 'c1', 'p11', 'l3')",2,0,0,2,0,0.000992063492063492,0.04453249144337984,0,1,0,0,0.0,0.0
"('i45', 'e09', 'c1', 'p06', 'l3')",2,0,1,56,0,0.014136904761904762,0.8819444095715706,0,1,1,0,0.000248015873015873,0.01574656664618053
"('i41', 'e01', 'c1', 'p34', 'l3')",2,0,1,3,0,0.001240079365079365,0.05676855249497431,0,1,0,0,0.0,0.0
"('i121', 'e12', 'c5', 'p35', 'l3')",2,0,1,8,0,0.002976190476190476,0.14082759719429738,0,1,0,0,0.0,0.0
"('i41', 'e04', 'c1', 'p34', 'l3')",2,0,1,3,0,0.001240079365079365,0.056768552494974305,0,1,0,0,0.0,0.0
"('i02', 'e06', 'c1', 'p32', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i32', 'e04', 'c3', 'p04', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i39', 'e04', 'c3', 'p23', 'l3')",2,0,1,2,0,0.000992063492063492,0.04453249144337984,0,1,0,0,0.0,0.0
"('i38', 'e06', 'c4', 'p34', 'l3')",2,0,1,29,0,0.00744047619047619,0.4569179405466851,0,1,1,0,0.000248015873015873,0.01574656664618053
"('i25', 'e12', 'c5', 'p09', 'l3')",2,0,1,3,0,0.000992063492063492,0.049791309886228596,0,1,0,0,0.0,0.0
"('i109', 'e01', 'c5', 'p10', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i105', 'e05', 'c5', 'p21', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i67', 'e11', 'c5', 'p19', 'l3')",2,0,1,3,0,0.001240079365079365,0.0567685524949743,0,1,0,0,0.0,0.0
"('i48', 'e01', 'c1', 'p25', 'l3')",2,0,1,2,0,0.000992063492063492,0.04453249144337984,0,1,0,0,0.0,0.0
"('i81', 'e05', 'c5', 'p10', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i20', 'e01', 'c5', 'p31', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i05', 'e09', 'c4', 'p33', 'l3')",2,0,0,2,0,0.000992063492063492,0.04453249144337984,0,1,0,0,0.0,0.0
"('i109', 'e09', 'c5', 'p10', 'l3')",2,0,1,3,0,0.000992063492063492,0.04979130988622858,0,1,0,0,0.0,0.0
"('i74', 'e11', 'c5', 'p15', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i95', 'e02', 'c5', 'p35', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i58', 'e09', 'c5', 'p35', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i109', 'e08', 'c5', 'p10', 'l3')",2,0,1,3,0,0.000992063492063492,0.04979130988622859,0,1,0,0,0.0,0.0
"('i109', 'e11', 'c3', 'p10', 'l3')",2,0,1,4,0,0.001736111111111111,0.07872345739108959,0,1,0,0,0.0,0.0
"('i23', 'e10', 'c5', 'p24', 'l3')",2,0,1,6,0,0.00248015873015873,0.11353710498994862,0,1,0,0,0.0,0.0
"('i09', 'e04', 'c3', 'p02', 'l3')",2,0,1,4,0,0.001488095238095238,0.07041379859714869,0,1,0,0,0.0,0.0
"('i13', 'e09', 'c3', 'p03', 'l3')",2,0,1,3,0,0.001240079365079365,0.05676855249497431,0,1,0,0,0.0,0.0
"('i125', 'e05', 'c3', 'p01', 'l3')",2,0,0,18,0,0.008928571428571428,0.4007924229904187,0,1,0,0,0.0,0.0
"('i89', 'e01', 'c1', 'p30', 'l3')",2,0,1,3,0,0.001240079365079365,0.05676855249497431,0,1,0,0,0.0,0.0
"('i23', 'e10', 'c5', 'p17', 'l3')",2,0,1,16,0,0.00496031746031746,0.25968387071786014,0,1,0,0,0.0,0.0
"('i02', 'e11', 'c1', 'p26', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i109', 'e08', 'c3', 'p10', 'l3')",2,0,1,6,0,0.002728174603174603,0.12296961135704562,0,1,0,0,0.0,0.0
"('i19', 'e11', 'c5', 'p02', 'l3')",2,0,1,14,0,0.005704365079365079,0.2620455247556007,0,1,0,0,0.0,0.0
"('i19', 'e03', 'c5', 'p02', 'l3')",2,0,1,3,0,0.000992063492063492,0.04979130988622859,0,1,0,0,0.0,0.0
"('i13', 'e11', 'c3', 'p24', 'l3')",2,0,1,4,0,0.001240079365079365,0.06492096767946504,0,1,0,0,0.0,0.0
"('i85', 'e04', 'c5', 'p29', 'l1')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i12', 'e05', 'c5', 'p07', 'l3')",2,0,1,2,0,0.000744047619047619,0.03520689929857434,0,1,0,0,0.0,0.0
"('i21', 'e01', 'c4', 'p21', 'l3')",2,0,1,2,0,0.000744047619047619,0.03520689929857434,0,1,0,0,0.0,0.0
"('i14', 'e07', 'c5', 'p23', 'l3')",2,0,1,2,0,0.000992063492063492,0.04453249144337984,0,1,0,0,0.0,0.0
"('i41', 'e11', 'c7', 'p35', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i21', 'e01', 'c4', 'p07', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i07', 'e05', 'c5', 'p32', 'l3')",2,0,0,3,0,0.000992063492063492,0.049791309886228596,0,1,0,0,0.0,0.0
"('i13', 'e10', 'c3', 'p02', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i24', 'e07', 'c4', 'p19', 'l3')",2,0,1,2,0,0.000992063492063492,0.04453249144337984,0,1,0,0,0.0,0.0
"('i37', 'e04', 'c5', 'p18', 'l3')",2,0,0,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i37', 'e09', 'c5', 'p18', 'l3')",2,0,0,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i59', 'e08', 'c5', 'p33', 'l3')",2,0,1,7,0,0.002728174603174603,0.12693931152076704,0,1,0,0,0.0,0.0
"('i48', 'e04', 'c4', 'p19', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i111', 'e01', 'c1', 'p21', 'l3')",2,0,1,4,0,0.001488095238095238,0.07041379859714869,0,1,0,0,0.0,0.0
"('i13', 'e07', 'c5', 'p10', 'l3')",2,0,1,22,0,0.005704365079365079,0.34677825570779325,0,1,1,0,0.000248015873015873,0.015746566646180533
"('i129', 'e09', 'c5', 'p10', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i114', 'e04', 'c5', 'p10', 'l3')",2,0,1,10,0,0.004712301587301587,0.21182225385833126,0,1,0,0,0.0,0.0
"('i33', 'e11', 'c1', 'p14', 'l3')",2,0,1,3,0,0.000992063492063492,0.04979130988622859,0,1,0,0,0.0,0.0
"('i129', 'e09', 'c5', 'p09', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i12', 'e01', 'c3', 'p12', 'l3')",2,0,1,4,0,0.001736111111111111,0.0787234573910896,0,1,0,0,0.0,0.0
"('i27', 'e10', 'c3', 'p10', 'l3')",2,0,1,6,0,0.001984126984126984,0.09958261977245719,0,1,0,0,0.0,0.0
"('i43', 'e05', 'c1', 'p31', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i07', 'e02', 'c5', 'p12', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i07', 'e03', 'c5', 'p18', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i74', 'e02', 'c5', 'p18', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i33', 'e11', 'c1', 'p29', 'l3')",2,0,1,3,0,0.000992063492063492,0.049791309886228596,0,1,0,0,0.0,0.0
"('i07', 'e05', 'c5', 'p14', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i32', 'e12', 'c5', 'p25', 'l3')",2,0,1,2,0,0.000992063492063492,0.04453249144337984,0,1,0,0,0.0,0.0
"('i33', 'e01', 'c4', 'p08', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i33', 'e09', 'c4', 'p08', 'l3')",2,0,1,4,0,0.001240079365079365,0.06492096767946504,0,1,0,0,0.0,0.0
"('i20', 'e11', 'c5', 'p35', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i81', 'e05', 'c5', 'p22', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i33', 'e11', 'c1', 'p35', 'l3')",2,0,1,2,0,0.000744047619047619,0.03520689929857434,0,1,0,0,0.0,0.0
"('i125', 'e05', 'c3', 'p35', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i33', 'e03', 'c4', 'p08', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i33', 'e05', 'c1', 'p24', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i01', 'e08', 'c1', 'p34', 'l3')",2,0,1,7,0,0.00248015873015873,0.11991150673556666,0,1,0,0,0.0,0.0
"('i111', 'e09', 'c1', 'p14', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i121', 'e04', 'c5', 'p35', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i10', 'e02', 'c3', 'p31', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i33', 'e01', 'c1', 'p31', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i33', 'e04', 'c1', 'p31', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i49', 'e08', 'c4', 'p14', 'l3')",2,0,1,13,0,0.005952380952380952,0.2681215626084573,0,1,0,0,0.0,0.0
"('i02', 'e11', 'c4', 'p13', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i13', 'e07', 'c5', 'p19', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i23', 'e11', 'c5', 'p26', 'l3')",2,0,1,15,0,0.003968253968253968,0.23671890558641642,0,1,0,0,0.0,0.0
"('i01', 'e08', 'c7', 'p35', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i34', 'e11', 'c5', 'p03', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i24', 'e11', 'c1', 'p06', 'l3')",2,0,1,28,0,0.007936507936507936,0.44536469354279995,0,1,0,0,0.0,0.0
"('i07', 'e05', 'c5', 'p23', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i105', 'e05', 'c5', 'p11', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i02', 'e04', 'c4', 'p29', 'l3')",2,0,1,3,0,0.000992063492063492,0.04979130988622859,0,1,0,0,0.0,0.0
"('i34', 'e11', 'c5', 'p01', 'l3')",2,0,1,100,0,0.025049603174603176,1.5747314893062057,0,1,1,0,0.000248015873015873,0.01574656664618053
"('i25', 'e05', 'c5', 'p04', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i02', 'e08', 'c4', 'p13', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i59', 'e01', 'c5', 'p08', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i67', 'e10', 'c3', 'p15', 'l3')",2,0,0,3,0,0.001240079365079365,0.05676855249497431,0,1,0,0,0.0,0.0
"('i86', 'e04', 'c5', 'p23', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i27', 'e01', 'c3', 'p29', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i127', 'e04', 'c5', 'p24', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i127', 'e08', 'c5', 'p24', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i43', 'e03', 'c4', 'p04', 'l3')",2,0,1,3,0,0.000992063492063492,0.04979130988622859,0,1,0,0,0.0,0.0
"('i49', 'e08', 'c4', 'p19', 'l3')",2,0,0,11,0,0.004216269841269841,0.19728333718821173,0,1,0,0,0.0,0.0
"('i67', 'e02', 'c5', 'p29', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i29', 'e09', 'c5', 'p23', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i37', 'e05', 'c5', 'p35', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i46', 'e09', 'c7', 'p04', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i46', 'e08', 'c7', 'p04', 'l3')",2,0,1,3,0,0.001240079365079365,0.05676855249497431,0,1,0,0,0.0,0.0
"('i13', 'e03', 'c3', 'p01', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i16', 'e11', 'c3', 'p16', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i130', 'e01', 'c5', 'p01', 'l3')",2,0,1,3,0,0.000992063492063492,0.04979130988622859,0,1,0,0,0.0,0.0
"('i81', 'e01', 'c5', 'p03', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i21', 'e12', 'c4', 'p15', 'l3')",2,0,1,51,0,0.014136904761904762,0.8085901341635389,0,1,0,0,0.0,0.0
"('i50', 'e09', 'c1', 'p13', 'l3')",2,0,1,2,0,0.000992063492063492,0.04453249144337984,0,1,0,0,0.0,0.0
"('i38', 'e04', 'c7', 'p31', 'l1')",2,0,0,7,0,0.002728174603174603,0.12693931152076704,0,1,0,0,0.0,0.0
"('i25', 'e04', 'c5', 'p20', 'l3')",2,0,1,4,0,0.001240079365079365,0.06492096767946505,0,1,0,0,0.0,0.0
"('i25', 'e09', 'c5', 'p20', 'l3')",2,0,1,5,0,0.001488095238095238,0.08028822000128695,0,1,0,0,0.0,0.0
"('i34', 'e05', 'c3', 'p03', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i38', 'e07', 'c7', 'p21', 'l2')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i05', 'e05', 'c4', 'p17', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i80', 'e05', 'c3', 'p10', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i13', 'e05', 'c3', 'p35', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i07', 'e05', 'c5', 'p08', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i07', 'e02', 'c5', 'p05', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i48', 'e01', 'c4', 'p06', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i06', 'e06', 'c5', 'p01', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i34', 'e11', 'c5', 'p12', 'l3')",2,0,1,3,0,0.000992063492063492,0.049791309886228596,0,1,0,0,0.0,0.0
"('i14', 'e05', 'c5', 'p34', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i14', 'e11', 'c5', 'p34', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i13', 'e03', 'c3', 'p18', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i13', 'e11', 'c3', 'p18', 'l3')",2,0,1,4,0,0.001488095238095238,0.07041379859714869,0,1,0,0,0.0,0.0
"('i74', 'e08', 'c3', 'p07', 'l3')",2,0,1,9,0,0.003720238095238095,0.170305657484923,0,1,0,0,0.0,0.0
"('i23', 'e01', 'c3', 'p03', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i101', 'e07', 'c1', 'p10', 'l3')",2,0,1,2,0,0.000992063492063492,0.04453249144337984,0,1,0,0,0.0,0.0
"('i38', 'e11', 'c7', 'p05', 'l2')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i87', 'e04', 'c5', 'p03', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i05', 'e12', 'c7', 'p18', 'l3')",2,0,1,3,0,0.000992063492063492,0.04979130988622859,0,1,0,0,0.0,0.0
"('i38', 'e12', 'c4', 'p30', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i130', 'e08', 'c5', 'p24', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i32', 'e05', 'c5', 'p07', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i13', 'e12', 'c3', 'p15', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i74', 'e01', 'c5', 'p26', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i85', 'e09', 'c5', 'p17', 'l2')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i67', 'e01', 'c3', 'p15', 'l3')",2,0,1,4,0,0.001240079365079365,0.06492096767946505,0,1,0,0,0.0,0.0
"('i32', 'e01', 'c5', 'p26', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i10', 'e02', 'c3', 'p04', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i02', 'e07', 'c1', 'p29', 'l3')",2,0,1,2,0,0.000992063492063492,0.04453249144337984,0,1,0,0,0.0,0.0
"('i24', 'e09', 'c4', 'p06', 'l3')",2,0,1,6,0,0.001736111111111111,0.09577877228173881,0,1,0,0,0.0,0.0
"('i74', 'e05', 'c5', 'p15', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i09', 'e01', 'c3', 'p21', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i33', 'e11', 'c1', 'p04', 'l3')",2,0,1,8,0,0.002232142857142857,0.12694900269122655,0,1,0,0,0.0,0.0
"('i25', 'e07', 'c5', 'p12', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i89', 'e01', 'c4', 'p07', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i61', 'e07', 'c4', 'p35', 'l3')",2,0,1,2,0,0.000992063492063492,0.04453249144337984,0,1,0,0,0.0,0.0
"('i129', 'e01', 'c5', 'p24', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i130', 'e05', 'c5', 'p01', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i96', 'e04', 'c5', 'p05', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i86', 'e01', 'c5', 'p21', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i13', 'e01', 'c3', 'p21', 'l3')",2,0,1,16,0,0.004464285714285714,0.2538980053824531,0,1,0,0,0.0,0.0
"('i33', 'e10', 'c1', 'p26', 'l3')",2,0,1,4,0,0.001488095238095238,0.07041379859714869,0,1,0,0,0.0,0.0
"('i10', 'e02', 'c3', 'p09', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i77', 'e09', 'c5', 'p04', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i24', 'e01', 'c1', 'p33', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i24', 'e09', 'c1', 'p33', 'l3')",2,0,1,2,0,0.000744047619047619,0.035206899298574346,0,1,0,0,0.0,0.0
"('i25', 'e09', 'c5', 'p23', 'l3')",2,0,1,6,0,0.001984126984126984,0.09958261977245719,0,1,0,0,0.0,0.0
"('i16', 'e11', 'c3', 'p04', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i89', 'e01', 'c4', 'p13', 'l3')",2,0,1,3,0,0.000992063492063492,0.04979130988622859,0,1,0,0,0.0,0.0
"('i49', 'e06', 'c1', 'p04', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
"('i23', 'e04', 'c3', 'p02', 'l3')",2,0,1,2,0,0.000744047619047619,0.03520689929857434,0,1,0,0,0.0,0.0
"('i37', 'e10', 'c5', 'p11', 'l3')",2,0,1,15,0,0.006200396825396825,0.2838427624748715,0,1,0,0,0.0,0.0
"('i86', 'e04', 'c5', 'p03', 'l3')",2,0,1,1,0,0.000496031746031746,0.02226624572168992,0,1,0,0,0.0,0.0
